Agency_Name,State_Name,District_Name,Tahsil_Name,Station_Name,Latitude,Longitude,Station_Type,Station_Status
CGWB,PUNJAB,KAPURTHALA,KAPURTHALA,Hussainpura-M Pz,31.5708,75.5711,GROUND,INSTALLED
CGWB,PUNJAB,KAPURTHALA,KAPURTHALA,Hussainpura-S Pz,31.5708,75.5711,GROUND,INSTALLED
CGWB,PUNJAB,KAPURTHALA,KAPURTHALA,Kapurthala1 (d),31.3694,75.3806,GROUND,INSTALLED
CGWB,PUNJAB,KAPURTHALA,KAPURTHALA,Phagwara D Pz,31.2292,75.7792,GROUND,INSTALLED
CGWB,PUNJAB,KAPURTHALA,KAPURTHALA,Sultanpur1 (d),31.2194,75.2,GROUND,INSTALLED
CGWB,PUNJAB,KAPURTHALA,KAPURTHALA,Talwandi Chaudary -Pz,31.2958,75.2,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Basian Bet D,30.9019,75.6244,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Jagraon1(d),30.775,75.4708,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Maksudra-Pz,30.7019,76.2186,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,P.A.U.Ludhiana 1(d),30.9028,75.8111,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Mangat-Pz-D,30.9786,75.9119,GROUND,INSTALLED
CGWB,PUNJAB,AMRITSAR,AMRITSAR,AMRITSAR MEDICAL COLLEGE S,31.9264,44.8131,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Sidhwan Bet- Pz,30.9233,75.44,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Gopalpur 1(d),30.7375,75.8417,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Hallwara-Pz-M,30.7233,75.64,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Hallwara-Pz-S,30.7233,75.6394,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Samrala 1(d),30.8833,76.2,GROUND,INSTALLED
CGWB,PUNJAB,BARNALA,BARNALA,TAPA,30.6067,75.8803,GROUND,INSTALLED
CGWB,PUNJAB,MANSA,MANSA,Mofar-Pz,29.7792,75.4194,GROUND,INSTALLED
CGWB,PUNJAB,MANSA,MANSA,Bhikhi 1 (s),30.0667,75.5375,GROUND,INSTALLED
CGWB,PUNJAB,MUKTSAR,MUKTSAR,Lambi- Pz,30.0583,74.6033,GROUND,INSTALLED
CGWB,PUNJAB,MUKTSAR,MUKTSAR,Khunde Halal- Pz,30.3642,74.4033,GROUND,INSTALLED
CGWB,PUNJAB,MUKTSAR,MUKTSAR,Doda-Pz,30.3356,74.6231,GROUND,INSTALLED
CGWB,PUNJAB,MUKTSAR,MUKTSAR,Dohak-D,30.6281,74.6031,GROUND,INSTALLED
CGWB,PUNJAB,MUKTSAR,MUKTSAR,Dohak-S,30.6281,74.6031,GROUND,INSTALLED
CGWB,PUNJAB,PATIALA,PATIALA,Chehal-Pz,30.5386,76.2369,GROUND,INSTALLED
CGWB,PUNJAB,PATIALA,PATIALA,Rajgarh,30.4156,76.7322,GROUND,INSTALLED
CGWB,PUNJAB,PATIALA,PATIALA,Ramgarh,30.555,76.7147,GROUND,INSTALLED
CGWB,PUNJAB,PATIALA,PATIALA,Bhojo majri 07pz,30.4153,76.1744,GROUND,INSTALLED
CGWB,PUNJAB,BARNALA,BARNALA,CHANANWAL,30.60668,75.88028,GROUND,INSTALLED
CGWB,PUNJAB,PATIALA,PATIALA,Miranpur- Pz,30.2083,76.4944,GROUND,INSTALLED
CGWB,PUNJAB,PATIALA,PATIALA,Birkauli,30.4139,76.5139,GROUND,INSTALLED
CGWB,PUNJAB,BATHINDA,BATHINDA,PHULLO MITHI (M),30.1008,74.8498,GROUND,INSTALLED
CGWB,PUNJAB,BATHINDA,BATHINDA,PHULLO MITHI (S),30.1008,74.8498,GROUND,INSTALLED
CGWB,PUNJAB,PATIALA,PATIALA,Rajpura Pz M,30.35,76.3542,GROUND,INSTALLED
CGWB,PUNJAB,PATIALA,PATIALA,Thua,30.5,76.5542,GROUND,INSTALLED
CGWB,PUNJAB,BATHINDA,BATHINDA,BAHMAN KOER SINGH (D),29.909,75.1272,GROUND,INSTALLED
CGWB,PUNJAB,RUPNAGAR,RUPNAGAR,Chatamli- Pz,30.8117,76.5383,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Bhojowali-Pz,30.3378,75.9247,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Ghanauri Kalan-Pz,30.4239,75.7767,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Ladda-Pz,30.3733,75.8556,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Bugra M,30.2861,75.7611,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Bugra S,30.2861,75.7611,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Benra,30.3339,75.8492,GROUND,INSTALLED
CGWB,PUNJAB,FATEHGARH SAHIB,FATEHGARH SAHIB,TIBBI,30.5593,76.417552,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Manvi-Pz,30.5475,76.0169,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Majji-PZ,30.2875,76.0972,GROUND,INSTALLED
CGWB,PUNJAB,SAS NAGAR,SAS NAGAR,Lalru-S,30.4828,76.7972,GROUND,INSTALLED
CGWB,PUNJAB,SAS NAGAR,SAS NAGAR,Lalru-D,30.4828,76.7972,GROUND,INSTALLED
CGWB,PUNJAB,SAS NAGAR,SAS NAGAR,Handesaran-D,30.4278,76.6667,GROUND,INSTALLED
CGWB,PUNJAB,SBS NAGAR,SBS NAGAR,THANDIAN (M),30.60668,75.88028,GROUND,INSTALLED
CGWB,PUNJAB,SBS NAGAR,SBS NAGAR,THANDIAN (D),31.1167,76.0056,GROUND,INSTALLED
CGWB,PUNJAB,SBS NAGAR,SBS NAGAR,Balachaur1 (d),31.0981,76.3014,GROUND,INSTALLED
CGWB,PUNJAB,SBS NAGAR,SBS NAGAR,Bahlora Kallan- Pz,31.0167,76.1639,GROUND,INSTALLED
CGWB,PUNJAB,TARAN TARAN,TARAN TARAN,Barwala-D,31.2244,74.8036,GROUND,INSTALLED
CGWB,PUNJAB,TARAN TARAN,TARAN TARAN,Barwala-S,31.3792,75.0958,GROUND,INSTALLED
CGWB,PUNJAB,TARAN TARAN,TARAN TARAN,Daburji-D,31.5,74.9042,GROUND,INSTALLED
CGWB,PUNJAB,TARAN TARAN,TARAN TARAN,Daburji-S,31.15,74.6333,GROUND,INSTALLED
CGWB,PUNJAB,BATHINDA,BATHINDA,BAHMAN KOER SINGH (M),29.909,75.1272,GROUND,INSTALLED
CGWB,PUNJAB,Amritsar,Amritsar,Chogawan,31.7167,74.6667,GROUND,INSTALLED
CGWB,PUNJAB,Amritsar,Amritsar,Jandiala Guru,31.5667,75.0333,GROUND,INSTALLED
CGWB,PUNJAB,Amritsar,Amritsar,Nawan Tandel,31.6667,75.1639,GROUND,INSTALLED
CGWB,PUNJAB,Barnala,Barnala,Mahal Kalan,30.5228,75.5592,GROUND,INSTALLED
CGWB,PUNJAB,Barnala,Barnala,Bhadaur,30.475,75.3217,GROUND,INSTALLED
CGWB,PUNJAB,Bathinda,Bathinda,Dhapali,30.3625,75.2417,GROUND,INSTALLED
CGWB,PUNJAB,Bathinda,Bathinda,Kothaguru,30.4336,75.0997,GROUND,INSTALLED
CGWB,PUNJAB,Faridkot,Faridkot,Sher Singh Wala,30.6706,74.6256,GROUND,INSTALLED
CGWB,PUNJAB,Faridkot,Faridkot,Beed Sikhanwala,30.6083,74.8656,GROUND,INSTALLED
CGWB,PUNJAB,Fatehgarh Sahib,Fatehgarh Sahib,Bassi Pathana,30.7125,76.3778,GROUND,INSTALLED
CGWB,PUNJAB,Fatehgarh Sahib,Fatehgarh Sahib,Nalini,30.5,76.425,GROUND,INSTALLED
CGWB,PUNJAB,Fazilka,Fazilka,Dipulana,30.4528,74.0986,GROUND,INSTALLED
CGWB,PUNJAB,FIROZPUR,FIROZPUR,Lauhke Kalan,31.0631,74.8458,GROUND,INSTALLED
CGWB,PUNJAB,Gurdaspur,Gurdaspur,Sathial Nanokot,31.9,75.4333,GROUND,INSTALLED
CGWB,PUNJAB,Gurdaspur,Gurdaspur,Kalanaur,32.0167,75.1333,GROUND,INSTALLED
CGWB,PUNJAB,Gurdaspur,Gurdaspur,Dekoha,31.65,75.3833,GROUND,INSTALLED
CGWB,PUNJAB,Hoshiarpur,Hoshiarpur,Dasuya,31.8,75.6667,GROUND,INSTALLED
CGWB,PUNJAB,Jalandhar,Jalandhar,Adampur 2(m),31.4222,75.7083,GROUND,INSTALLED
CGWB,PUNJAB,Jalandhar,Jalandhar,Kheral Kalan,31.6033,75.65,GROUND,INSTALLED
CGWB,PUNJAB,JALANDHAR,JALANDHAR,JALANDHAR,31.325,75.5889,GROUND,INSTALLED
CGWB,PUNJAB,Jalandhar,Jalandhar,Kartarpur,31.4361,75.4986,GROUND,INSTALLED
CGWB,PUNJAB,LUDHIANA,LUDHIANA,Basian Bet S,30.9016,75.6245,GROUND,INSTALLED
CGWB,PUNJAB,Jalandhar,Jalandhar,Phillaur,31.0292,75.7931,GROUND,INSTALLED
CGWB,PUNJAB,Jalandhar,Jalandhar,Jandiala*,31.1583,75.6181,GROUND,INSTALLED
CGWB,PUNJAB,SAS NAGAR,SAS NAGAR,AKALGARH D,30.8572,74.6123,GROUND,INSTALLED
CGWB,PUNJAB,KAPURTHALA,KAPURTHALA,Kapurthala S,31.3694,75.3822,GROUND,INSTALLED
CGWB,PUNJAB,KAPURTHALA,KAPURTHALA,Bhatnura Khurd S,31.6042,75.5878,GROUND,INSTALLED
CGWB,PUNJAB,KAPURTHALA,KAPURTHALA,Phagwara S,31.2292,75.7792,GROUND,INSTALLED
CGWB,PUNJAB,Ludhiana,Ludhiana,Gopalpur,30.7375,75.8417,GROUND,INSTALLED
CGWB,PUNJAB,Ludhiana,Ludhiana,Doraha,30.8,76.0208,GROUND,INSTALLED
CGWB,PUNJAB,Ludhiana,Ludhiana,Ikloha,30.7019,76.2186,GROUND,INSTALLED
CGWB,PUNJAB,Ludhiana,Ludhiana,Pb. Agri. Uni. campus,30.9028,75.8111,GROUND,INSTALLED
CGWB,PUNJAB,SAS NAGAR,SAS NAGAR,AKALGARH S,30.8572,74.6123,GROUND,INSTALLED
CGWB,PUNJAB,Mansa,Mansa,Budhlada,29.9283,75.5617,GROUND,INSTALLED
CGWB,PUNJAB,Moga,Moga,Budh Singh Wala,30.6178,75.0772,GROUND,INSTALLED
CGWB,PUNJAB,Moga,Moga,Baje Ke,31.0,75.1506,GROUND,INSTALLED
CGWB,PUNJAB,Moga,Moga,Chogawan,30.8358,75.2689,GROUND,INSTALLED
CGWB,PUNJAB,Moga,Moga,Nihal Singh Wala,30.6108,75.1831,GROUND,INSTALLED
CGWB,PUNJAB,SAS NAGAR,SAS NAGAR,Handesra S,30.425,76.6667,GROUND,INSTALLED
CGWB,PUNJAB,SAS NAGAR,SAS NAGAR,Landran,30.6939,76.6611,GROUND,INSTALLED
CGWB,PUNJAB,SBS NAGAR,SBS NAGAR,Raipur Dhaba,31.0667,76.0028,GROUND,INSTALLED
CGWB,PUNJAB,Patiala,Patiala,Sangatpur,30.3561,76.2431,GROUND,INSTALLED
CGWB,PUNJAB,Patiala,Patiala,Lachkani,30.4083,76.3375,GROUND,INSTALLED
CGWB,PUNJAB,Patiala,Patiala,Patran,29.9567,76.0567,GROUND,INSTALLED
CGWB,PUNJAB,Patiala,Patiala,Samana,30.145,76.1931,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Chural Kalan*,29.8194,75.8,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Longowal,30.1917,75.675,GROUND,INSTALLED
CGWB,PUNJAB,SANGRUR,SANGRUR,Sunam,30.1233,75.8147,GROUND,INSTALLED
CGWB,PUNJAB,TARAN TARAN,TARAN TARAN,Bhikhiwind,31.3417,74.6917,GROUND,INSTALLED
CGWB,PUNJAB,TARAN TARAN,TARAN TARAN,Chola Sahib,31.25,74.8417,GROUND,INSTALLED
CGWB,PUNJAB,TARAN TARAN,TARAN TARAN,Gandiwind,31.5167,74.7,GROUND,INSTALLED
CGWB,UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,MOHANLALGANJ,26.6764,80.9833,GROUND,INSTALLED
CGWB,ASSAM,KAMRUP,KAMRUP,"CGWB, BETKUCHI",26.112965,91.721747,GROUND,INSTALLED
CGWB,ASSAM,KAMRUP,KAMRUP,JAMBARI,26.049746,91.289276,GROUND,INSTALLED
CGWB,ASSAM,KAMRUP,BOKO,DHUPGURI,25.939737,91.138778,GROUND,INSTALLED
CGWB,ASSAM,KAMRUP,KAMRUP,SAUKUCHI,26.118346,91.764716,GROUND,INSTALLED
CGWB,UTTAR PRADESH,RAEBAREILY,RAEBAREILY,BINJH,26.3364,81.0339,GROUND,INSTALLED
CGWB,UTTAR PRADESH,RAEBAREILY,RAEBAREILY,DOMAPUR,26.2519,81.0019,GROUND,INSTALLED
CGWB,UTTAR PRADESH,FAIZABAD,FAIZABAD,GOSAINGANJ-I,26.5794,82.3825,GROUND,INSTALLED
CGWB,UTTAR PRADESH,AMBEDKAR NAGAR,AMBEDKAR NAGAR,KHAJURI KARAUDI,26.29972,82.60629,GROUND,INSTALLED
CGWB,UTTAR PRADESH,AMBEDKAR NAGAR,AMBEDKAR NAGAR,HASANPUR JALALPUR,26.3411,82.49917,GROUND,INSTALLED
CGWB,UTTAR PRADESH,BARABANKI,BARABANKI,BARABANKI PZ 1,26.9289,81.1722,GROUND,INSTALLED
CGWB,BIHAR,PATNA,PATNA,PATNA UNIVERSITY,25.62,85.17,GROUND,INSTALLED
CGWB,UTTAR PRADESH,BAHRAICH,BAHRAICH,NANPARA,27.8611,81.5111,GROUND,INSTALLED
CGWB,UTTAR PRADESH,BALRAMPUR,BALRAMPUR,PACHPERWA II,27.5217,82.6667,GROUND,INSTALLED
CGWB,UTTAR PRADESH,BALRAMPUR,BALRAMPUR,PACHPERWA I,27.5217,82.6667,GROUND,INSTALLED
CGWB,UTTAR PRADESH,SIDDHARTH NAGAR,SIDDHARTH NAGAR,SAPTINANKAR,27.084303,23.046113,GROUND,INSTALLED
CGWB,UTTAR PRADESH,AZAMGARH,AZAMGARH,JAGDISHPUR JAL NIGAM,23.6783,81.3967,GROUND,INSTALLED
CGWB,UTTAR PRADESH,MAU,MAU,KASARA,26.021507,83.619622,GROUND,INSTALLED
CGWB,JHARKHAND,EAST SINGHBHUM,GOLMURI CUM JUGSALAI,AMD CAMPUS,22.75638333,86.20128889,GROUND,INSTALLED
CGWB,UTTAR PRADESH,FATEHPUR,ASOTHAR,ASOTHAR,25.758398,80.886611,GROUND,INSTALLED
CGWB,UTTAR PRADESH,BANDA,BANDA,JASPURA,25.21137,80.374019,GROUND,INSTALLED
CGWB,MADHYA PRADESH,BHOPAL,PHANDA,MISROD (S),23.1611,77.4689,GROUND,INSTALLED
CGWB,MADHYA PRADESH,BHOPAL,BERASIA,BERASIA(D),23.6211,77.4278,GROUND,INSTALLED
CGWB,MADHYA PRADESH,BHOPAL,PHANDA,PHANDA(D),23.2264,77.1958,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIPUR,TILDA,TUTA(PZ-I),82.117,81.7607,GROUND,INSTALLED
CGWB,CHHATTISGARH,BILASPUR,KOTA,BANSAJHAL,22.383,82.117,GROUND,INSTALLED
CGWB,CHHATTISGARH,BILASPUR,MASTURI,BAKARKUDA,21.918,82.268,GROUND,INSTALLED
CGWB,CHHATTISGARH,BILASPUR,MASTURI,CHILHATI-S,24.4153,81.8875,GROUND,INSTALLED
CGWB,CHHATTISGARH,BILASPUR,MASTURI,CHILHATI D,21.781,82.313,GROUND,INSTALLED
CGWB,MADHYA PRADESH,VIDISHA,BASODA,GANJBASODA( D),23.8486,77.9422,GROUND,INSTALLED
CGWB,MADHYA PRADESH,VIDISHA,KURWAI,KURWAI(S),24.126111,78.038889,GROUND,INSTALLED
CGWB,CHHATTISGARH,BILASPUR,BILASPUR,PENDRA ROAD,22.772,81.91,GROUND,INSTALLED
CGWB,CHHATTISGARH,KORIYA,BAIKUNTHPUR,BAIKUNTHPUR-S,23.2667,82.55,GROUND,INSTALLED
CGWB,CHHATTISGARH,KORIYA,BAIKUNTHPUR,BAIKUNTHPUR-D,23.2667,82.564642,GROUND,INSTALLED
CGWB,CHHATTISGARH,KORIYA,KHADGAON,BANJARIDAND,23.1708,82.4364,GROUND,INSTALLED
CGWB,CHHATTISGARH,KORIYA,MANENDRAGARH,MANENDRAGARH-D,23.2167,82.2058,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURAJPUR,PREMNAGAR,TARA,22.8333,82.7397,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURAJPUR,PREMNAGAR,PREMNAGAR,22.9667,82.6958,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURGUJA,UDAYPUR,UDAIPUR-D,22.9083,82.9472,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURGUJA,UDAYPUR,UDAIPUR-S,22.9083,82.9472,GROUND,INSTALLED
CGWB,MADHYA PRADESH,GUNA,GUNA,KHATKIYA(S),24.3247,77.1033,GROUND,INSTALLED
CGWB,MADHYA PRADESH,GUNA,RAGHOGARH,MAKSUDANGAR H(D),24.0625,77.2547,GROUND,INSTALLED
CGWB,MADHYA PRADESH,VIDISHA,LATERI,LATERI,24.0575,77.4072,GROUND,INSTALLED
CGWB,MADHYA PRADESH,VIDISHA,SIRONJ,SIRONJ(S),24.095,77.6756,GROUND,INSTALLED
CGWB,CHHATTISGARH,BALRAMPUR,BALRAMPUR,BALRAMPUR,23.606124,83.613619,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIPUR,RAIPUR,RAJPUR,23.3375,23.3375,GROUND,INSTALLED
CGWB,CHHATTISGARH,BALRAMPUR,SHANKARGARH,SHANKARGARH,23.2958,83.6061,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURAJPUR,BHAIYATHAN,BHAIYATHAN,23.4042,82.8667,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURAJPUR,SURAJPUR,SURAJPUR,23.2119,82.8728,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURGUJA,AMBIKAPUR,AMBIKAPUR-D,23.1083,83.2,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURGUJA,AMBIKAPUR,AMBIKAPUR-S,23.1083,83.185723,GROUND,INSTALLED
CGWB,CHHATTISGARH,JASHPUR,BAGICHA,BAGICHA,22.9764,83.6542,GROUND,INSTALLED
CGWB,CHHATTISGARH,JASHPUR,KANSABEL,BANGAON B,22.8906,83.8114,GROUND,INSTALLED
CGWB,CHHATTISGARH,JASHPUR,KANSABEL,KASABEL S,22.6403,83.7431,GROUND,INSTALLED
CGWB,CHHATTISGARH,JASHPUR,KANSABEL,KASABEL D,22.6403,83.7431,GROUND,INSTALLED
CGWB,CHHATTISGARH,JASHPUR,KUNKURI,KUNKURI,22.7419,83.9542,GROUND,INSTALLED
CGWB,CHHATTISGARH,JASHPUR,KUNKURI,NARAYANPUR,22.8572,83.8825,GROUND,INSTALLED
CGWB,CHHATTISGARH,JASHPUR,PATTHALGAON,BAGBAHAR,22.5444,83.7389,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURAJPUR,SURAJPUR,BATAULI,23.4292,83.0583,GROUND,INSTALLED
CGWB,CHHATTISGARH,SURGUJA,SITAPUR,SITAPUR-D,22.7694,83.4917,GROUND,INSTALLED
CGWB,ASSAM,BARPETA,BAJALI (PT),PATACHARKUCHI,26.507,91.24,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIGARH,DHARAMJAIGARH,SAHAPUR,24.095,83.180528,GROUND,INSTALLED
CGWB,CHHATTISGARH,JASHPUR,FARSABAHAR,TAPKARA,22.5042,83.948984,GROUND,INSTALLED
CGWB,CHHATTISGARH,JASHPUR,KUNKURI,BANDERCHUHA,24.0575,83.8583,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIGARH,DHARAMJAIGARH,DHARAMJAIGAR H,22.4639,83.2125,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIGARH,KHARSIA,KHARSIA-D,21.9889,83.0986,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIGARH,LAILUNGA,LAILUNGA,22.3917,83.5833,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIGARH,DHARAMJAIGARH,BORO,22.557125,83.11133,GROUND,INSTALLED
CGWB,ASSAM,BARPETA,BAJALI (PT),NITYANADA,26.551013,91.210801,GROUND,INSTALLED
CGWB,ASSAM,BAKSA,BAKSA,KACHUBARI,26.8647,94.6814,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIGARH,RAIGARH,BASANPALI,22.455556,83.411384,GROUND,INSTALLED
CGWB,CHHATTISGARH,JANJGIR CHAMPA,DABHRA,CHANDRAPUR,21.7083,75.25194444,GROUND,INSTALLED
CGWB,CHHATTISGARH,JANJGIR CHAMPA,BAMHNIDIH,CHAMPA-S,22.036911,82.658945,GROUND,INSTALLED
CGWB,CHHATTISGARH,JANJGIR CHAMPA,BAMHNIDIH,CHAMPA-D,22.036911,82.58945,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIGARH,KHARSIA,CHAPLE,21.983087,83.18591,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIGARH,RAIGARH,RAIGARH-S,21.8917,83.3972,GROUND,INSTALLED
CGWB,CHHATTISGARH,RAIGARH,RAIGARH,RAIGARH-D,21.8917,83.3972,GROUND,INSTALLED
CGWB,ASSAM,DARRANG,DARRANG,BHAKATPARA,26.543968,92.076056,GROUND,INSTALLED
CGWB,ASSAM,DARRANG,DARRANG,SILBORI (PHASE-II),26.610077,92.292322,GROUND,INSTALLED
CGWB,ASSAM,UDALGURI,UDALGURI,KHOIRABARI,26.598254,91.518604,GROUND,INSTALLED
CGWB,CHHATTISGARH,KORBA,KORBA,KORBA-S,22.345307,82.719307,GROUND,INSTALLED
CGWB,CHHATTISGARH,KORBA,KORBA,KORBA-D,22.345307,82.719307,GROUND,INSTALLED
CGWB,CHHATTISGARH,KORBA,KORBA,CHAMPA(PZ-I),22.345415,82.719401,GROUND,INSTALLED
CGWB,CHHATTISGARH,KORBA,KORBA,KORBA(HOME GUARD CAMP)-I,22.362408,82.752024,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SHIVPURI,SHIVPURI,MUHARI KALAN,25.615,77.3451,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SHIVPURI,SHIVPURI,KHUNDAWALI,25.521981,78.264198,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SHIVPURI,SHIVPURI,BADARWAS(SH ALLOW),24.9753,77.5694,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SHEOPUR,SHEOPUR,SHEOPUR(DEEP),25.6714,76.7119,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SHIVPURI,SHIVPURI,KARERA(SHALLO W),25.4714,78.1236,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SHIVPURI,SHIVPURI,NARWAR(SHALLO W),25.4917,77.9083,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SHIVPURI,SHIVPURI,DHAMORA(SHAL LOW),25.5906,77.3875,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SHIVPURI,SHIVPURI,SISROD,25.484347,77.5056425,GROUND,INSTALLED
CGWB,MADHYA PRADESH,DATIA,SEONDHA,NAHLA,26.11097222,78.75322222,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SIDHI,RAMPUR NAIKIN,PARSILLI(S),24.19,81.4833,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SIDHI,RAMPUR NAIKIN,RAMPUR NAIKIN(S),24.3431,81.4808,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SINGRAULI,DEOSAR,BARAGAWAN(S),24.1964,82.4558,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SINGRAULI,DEOSAR,SARAI(S),24.0417,82.2056,GROUND,INSTALLED
CGWB,MADHYA PRADESH,SINGRAULI,DEOSAR,DEOSAR(S),24.3189,82.3042,GROUND,INSTALLED
CGWB,MADHYA PRADESH,GWALIOR,GHATIGAON,MOHANA(S),25.8856,77.7697,GROUND,INSTALLED
CGWB,MADHYA PRADESH,GWALIOR,MORAR,GWALIOR(S),26.2239,78.1944,GROUND,INSTALLED
CGWB,MADHYA PRADESH,BHIND,BHIND,MALANPUR(S),20.9689,78.2903,GROUND,INSTALLED
CGWB,MADHYA PRADESH,GWALIOR,DABRA,DABRA(S),25.8911,78.3367,GROUND,INSTALLED
CGWB,ASSAM,SONITPUR,NA-DUAR,TOLAKBARI,26.703717,92.95304,GROUND,INSTALLED
CGWB,ASSAM,SONITPUR,NA-DUAR,PANIGAON,26.776781,92.90545,GROUND,INSTALLED
CGWB,ODISHA,BALASORE,BALASORE,BARDHANPUR,21.57884,87.00424,GROUND,INSTALLED
CGWB,ASSAM,SIBSAGAR,SIBSAGAR,GARBHANGA PWSS,25.9766,91.5085,GROUND,INSTALLED
CGWB,ASSAM,KARBI ANGLONG,DIPHU,MANJA,25.966711,93.43856,GROUND,INSTALLED
CGWB,ASSAM,KAMRUP,KAMRUP,IIT GUWAHATI,21.87627,91.696006,GROUND,INSTALLED
CGWB,ASSAM,KAMRUP,KAMRUP,MADANPUR,26.304509,93.716098,GROUND,INSTALLED
CGWB,ASSAM,KAMRUP,KAMRUP,RANIKHAMAR,25.852979,91.370425,GROUND,INSTALLED
CGWB,ASSAM,KAMRUP,KAMRUP,KAHIKUCHI,26.106298,91.609506,GROUND,INSTALLED
CGWB,CHHATTISGARH,MAHASAMUND,MAHASAMUND,MAHASAMUND-S,21.091906,82.114288,GROUND,INSTALLED
CGWB,CHHATTISGARH,MAHASAMUND,MAHASAMUND,MAHASAMUND-D,21.091906,82.114288,GROUND,INSTALLED
CGWB,CHHATTISGARH,MAHASAMUND,MAHASAMUND,SIRPUR,21.3431,82.1833,GROUND,INSTALLED
CGWB,CHHATTISGARH,MAHASAMUND,MAHASAMUND,JOGIDIPA D,21.2233,82.2544,GROUND,INSTALLED
CGWB,CHHATTISGARH,MAHASAMUND,MAHASAMUND,JOGIDIPA S,21.2233,82.2544,GROUND,INSTALLED
CGWB,CHHATTISGARH,MAHASAMUND,MAHASAMUND,TUMGAON-D,21.1917,82.1208,GROUND,INSTALLED
CGWB,CHHATTISGARH,MAHASAMUND,MAHASAMUND,TUMGAON-S,21.1917,82.1208,GROUND,INSTALLED
CGWB,ASSAM,GOALPARA,MATIA,DALGOMA,26.101735,90.786726,GROUND,INSTALLED
CGWB,MEGHALAYA,NORTH GARO HILLS,NORTH GARO HILLS,MENDAL,25.828613,90.455364,GROUND,INSTALLED
CGWB,MEGHALAYA,NORTH GARO HILLS,NORTH GARO HILLS,BAJENGDOBA,25.88436,90.493245,GROUND,INSTALLED
CGWB,CHHATTISGARH,JANJGIR CHAMPA,BAMHNIDIH,BARADWAR-D,21.983,82.754,GROUND,INSTALLED
CGWB,CHHATTISGARH,JANJGIR CHAMPA,JANJGIR CHAMPA,JAIJAIPUR,21.833,82.821,GROUND,INSTALLED
